Indiv_ID	CellID	ContactDateTime	ContactStatusID	Campaign_Code	Offer_Code	Contact_Channel	DirectResponse	
25	88419	2012-05-22 13:09:20.0	2	C000087062	000000094	null	null	
25	89632	2012-12-03 14:59:06.0	2	null	null	null	null	
25	100094	2012-04-18 11:53:06.0	2	null	null	null	null	
25	100125	2012-04-18 14:26:39.0	2	null	null	null	null	
25	100125	2012-04-18 15:12:27.0	2	null	null	null	null	
25	100125	2012-04-18 15:20:04.0	2	null	null	null	null	
25	100466	2012-04-24 23:36:53.0	2	null	null	null	null	
26	801	2012-01-09 12:42:52.0	2	null	null	null	null	
26	2516	2014-01-01 00:00:00.0	2	null	null	null	null	
26	2526	2014-02-01 00:00:00.0	2	null	null	null	null	
26	2546	2014-04-01 00:00:00.0	2	null	null	null	null	
26	3933	2015-10-20 08:49:04.0	2	null	null	null	null	
26	3933	2015-10-20 08:59:24.0	2	null	null	null	null	
26	3933	2015-10-20 09:21:59.0	2	null	null	null	null	
26	3933	2015-10-20 10:06:47.0	2	null	null	null	null	
26	3934	2015-10-20 08:49:04.0	2	null	null	null	null	
26	3934	2015-10-20 08:59:24.0	2	null	null	null	null	
26	3934	2015-10-20 09:21:59.0	2	null	null	null	null	
26	3934	2015-10-20 10:06:47.0	2	null	null	null	null	
26	9721	2012-09-07 16:42:20.0	2	C000007056	000000334	null	null	
26	88420	2012-05-22 13:09:20.0	2	C000087062	000000100	null	null	
26	89632	2012-12-03 14:59:06.0	2	null	null	null	null	
26	100096	2012-04-18 11:53:06.0	2	null	null	null	null	
26	100125	2012-04-18 14:26:39.0	2	null	null	null	null	
26	100125	2012-04-18 15:12:27.0	2	null	null	null	null	
26	100125	2012-04-18 15:20:04.0	2	null	null	null	null	
26	102168	2012-05-06 13:20:46.0	2	null	null	null	null	
26	102168	2012-05-06 13:30:49.0	2	null	null	null	null	
27	2362	2014-04-05 13:53:35.0	2	null	null	eMail	null	
27	2362	2012-05-06 14:34:03.0	2	C000007010	000000188	eMail	null	
27	3933	2015-10-20 08:49:04.0	2	null	null	null	null	
27	3933	2015-10-20 08:59:24.0	2	null	null	null	null	
27	3933	2015-10-20 09:21:59.0	2	null	null	null	null	
27	3933	2015-10-20 10:06:47.0	2	null	null	null	null	
27	3934	2015-10-20 08:49:04.0	2	null	null	null	null	
27	3934	2015-10-20 08:59:24.0	2	null	null	null	null	
27	3934	2015-10-20 09:21:59.0	2	null	null	null	null	
27	3934	2015-10-20 10:06:47.0	2	null	null	null	null	
27	3942	2015-10-20 09:22:00.0	2	null	null	null	null	
27	3942	2015-10-20 10:06:48.0	2	null	null	null	null	
27	7236	2012-05-25 16:39:57.0	2	null	null	null	null	
27	9721	2012-09-07 16:42:20.0	2	C000007056	000000334	null	null	
27	88420	2012-05-22 13:09:20.0	2	C000087062	000000100	null	null	
27	89120	2013-01-29 16:20:07.0	2	C000087120	null	null	null	
27	89632	2012-12-03 14:59:06.0	2	null	null	null	null	
27	100094	2012-04-18 11:53:06.0	2	null	null	null	null	
27	100125	2012-04-18 14:26:39.0	2	null	null	null	null	
27	100125	2012-04-18 15:12:27.0	2	null	null	null	null	
27	100125	2012-04-18 15:20:04.0	2	null	null	null	null	
28	2362	2014-04-05 13:53:35.0	2	null	null	eMail	null	
28	2362	2012-05-06 14:34:03.0	2	C000007010	000000188	eMail	null	
28	3933	2015-10-20 08:49:04.0	2	null	null	null	null	
28	3933	2015-10-20 08:59:24.0	2	null	null	null	null	
28	3933	2015-10-20 09:21:59.0	2	null	null	null	null	
28	3933	2015-10-20 10:06:47.0	2	null	null	null	null	
28	3934	2015-10-20 08:49:04.0	2	null	null	null	null	
28	3934	2015-10-20 08:59:24.0	2	null	null	null	null	
28	3934	2015-10-20 09:21:59.0	2	null	null	null	null	
28	3934	2015-10-20 10:06:47.0	2	null	null	null	null	
28	7236	2012-05-25 16:39:57.0	2	null	null	null	null	
28	89632	2012-12-03 14:59:06.0	2	null	null	null	null	
28	100096	2012-04-18 11:53:06.0	2	null	null	null	null	
28	100121	2012-04-18 14:26:39.0	2	null	null	null	null	
28	100121	2012-04-18 15:12:27.0	2	null	null	null	null	
28	100121	2012-04-18 15:20:04.0	2	null	null	null	null	
29	607	2012-03-02 14:57:32.0	2	C000000166	000000160	null	null	
29	801	2012-01-09 12:42:52.0	2	null	null	null	null	
29	2516	2014-01-01 00:00:00.0	2	null	null	null	null	
29	2526	2014-02-01 00:00:00.0	2	null	null	null	null	
29	2546	2014-04-01 00:00:00.0	2	null	null	null	null	
29	3933	2015-10-20 08:49:04.0	2	null	null	null	null	
29	3933	2015-10-20 08:59:24.0	2	null	null	null	null	
29	3933	2015-10-20 09:21:59.0	2	null	null	null	null	
29	3933	2015-10-20 10:06:47.0	2	null	null	null	null	
29	3934	2015-10-20 08:49:04.0	2	null	null	null	null	
29	3934	2015-10-20 08:59:24.0	2	null	null	null	null	
29	3934	2015-10-20 09:21:59.0	2	null	null	null	null	
29	3934	2015-10-20 10:06:47.0	2	null	null	null	null	
29	3942	2015-10-20 09:22:00.0	2	null	null	null	null	
29	3942	2015-10-20 10:06:48.0	2	null	null	null	null	
29	9452	2012-09-06 13:49:56.0	2	null	null	null	null	
29	9452	2012-09-07 15:15:49.0	2	null	null	null	null	
29	88420	2012-05-22 13:09:20.0	2	C000087062	000000100	null	null	
29	89632	2012-12-03 14:59:06.0	2	null	null	null	null	
29	100094	2012-04-18 11:53:06.0	2	null	null	null	null	
29	100123	2012-04-18 14:26:39.0	2	null	null	null	null	
29	100123	2012-04-18 15:12:27.0	2	null	null	null	null	
29	100123	2012-04-18 15:20:04.0	2	null	null	null	null	
29	102169	2012-05-06 13:20:46.0	2	null	null	null	null	
29	102169	2012-05-06 13:30:49.0	2	null	null	null	null	
29	102254	2012-07-22 06:44:53.0	2	null	null	null	null	
29	316033	2013-01-30 12:17:56.0	2	null	null	null	null	
30	607	2012-03-02 14:57:32.0	2	C000000166	000000160	null	null	
30	2364	2014-04-05 13:52:22.0	2	null	null	Direct Mail	null	
30	2516	2014-01-01 00:00:00.0	2	null	null	null	null	
30	2526	2014-02-01 00:00:00.0	2	null	null	null	null	
30	2546	2014-04-01 00:00:00.0	2	null	null	null	null	
30	3933	2015-10-20 08:49:04.0	2	null	null	null	null	
30	3933	2015-10-20 08:59:24.0	2	null	null	null	null	
30	3933	2015-10-20 09:21:59.0	2	null	null	null	null	
30	3933	2015-10-20 10:06:47.0	2	null	null	null	null	
30	3934	2015-10-20 08:49:04.0	2	null	null	null	null	
30	3934	2015-10-20 08:59:24.0	2	null	null	null	null	
30	3934	2015-10-20 09:21:59.0	2	null	null	null	null	
30	3934	2015-10-20 10:06:47.0	2	null	null	null	null	
30	3942	2015-10-20 09:22:00.0	2	null	null	null	null	
30	3942	2015-10-20 10:06:48.0	2	null	null	null	null	
30	9720	2012-09-07 16:41:04.0	2	C000007056	000000358	null	null	
30	88422	2012-05-22 13:09:20.0	2	C000087062	000000100	null	null	
30	89119	2013-01-29 16:20:08.0	2	null	null	null	null	
30	89632	2012-12-03 14:59:06.0	2	null	null	null	null	
30	100094	2012-04-18 11:53:06.0	2	null	null	null	null	
30	100121	2012-04-18 14:26:39.0	2	null	null	null	null	
30	100121	2012-04-18 15:12:27.0	2	null	null	null	null	
30	100121	2012-04-18 15:20:04.0	2	null	null	null	null	
31	2516	2014-01-01 00:00:00.0	2	null	null	null	null	
31	2526	2014-02-01 00:00:00.0	2	null	null	null	null	
31	2546	2014-04-01 00:00:00.0	2	null	null	null	null	
31	3933	2015-10-20 08:49:04.0	2	null	null	null	null	
31	3933	2015-10-20 08:59:24.0	2	null	null	null	null	
31	3933	2015-10-20 09:21:59.0	2	null	null	null	null	
31	3933	2015-10-20 10:06:47.0	2	null	null	null	null	
31	3934	2015-10-20 08:49:04.0	2	null	null	null	null	
31	3934	2015-10-20 08:59:24.0	2	null	null	null	null	
31	3934	2015-10-20 09:21:59.0	2	null	null	null	null	
31	3934	2015-10-20 10:06:47.0	2	null	null	null	null	
31	3942	2015-10-20 09:22:00.0	2	null	null	null	null	
31	3942	2015-10-20 10:06:48.0	2	null	null	null	null	
31	50176	2011-11-12 14:19:26.0	2	null	null	null	null	
31	88419	2012-05-22 13:09:20.0	2	C000087062	000000094	null	null	
31	89117	2013-01-29 16:20:08.0	2	null	null	null	null	
31	89632	2012-12-03 14:59:06.0	2	null	null	null	null	
31	100096	2012-04-18 11:53:06.0	2	null	null	null	null	
31	100123	2012-04-18 14:26:39.0	2	null	null	null	null	
31	100123	2012-04-18 15:12:27.0	2	null	null	null	null	
31	100123	2012-04-18 15:20:04.0	2	null	null	null	null	
32	2526	2014-02-01 00:00:00.0	2	null	null	null	null	
32	2546	2014-04-01 00:00:00.0	2	null	null	null	null	
32	3933	2015-10-20 08:49:04.0	2	null	null	null	null	
32	3933	2015-10-20 08:59:24.0	2	null	null	null	null	
32	3933	2015-10-20 09:21:59.0	2	null	null	null	null	
32	3933	2015-10-20 10:06:47.0	2	null	null	null	null	
32	3934	2015-10-20 08:49:04.0	2	null	null	null	null	
32	3934	2015-10-20 08:59:24.0	2	null	null	null	null	
32	3934	2015-10-20 09:21:59.0	2	null	null	null	null	
32	3934	2015-10-20 10:06:47.0	2	null	null	null	null	
32	89632	2012-12-03 14:59:06.0	2	null	null	null	null	
32	100096	2012-04-18 11:53:06.0	2	null	null	null	null	
32	100125	2012-04-18 14:26:39.0	2	null	null	null	null	
32	100125	2012-04-18 15:12:27.0	2	null	null	null	null	
32	100125	2012-04-18 15:20:04.0	2	null	null	null	null	
33	801	2012-01-09 12:42:52.0	2	null	null	null	null	
33	2362	2014-04-05 13:53:35.0	2	null	null	eMail	null	
33	2362	2012-05-06 14:34:03.0	2	C000007010	000000188	eMail	null	
33	2516	2014-01-01 00:00:00.0	2	null	null	null	null	
33	2526	2014-02-01 00:00:00.0	2	null	null	null	null	
33	2546	2014-04-01 00:00:00.0	2	null	null	null	null	
33	2789	2014-06-08 14:21:41.0	2	null	null	null	null	
33	2797	2014-06-08 14:33:31.0	2	null	null	null	null	
33	2931	2014-06-08 16:42:08.0	2	null	null	null	null	
33	3933	2015-10-20 08:49:04.0	2	null	null	null	null	
33	3933	2015-10-20 08:59:24.0	2	null	null	null	null	
33	3933	2015-10-20 09:21:59.0	2	null	null	null	null	
33	3933	2015-10-20 10:06:47.0	2	null	null	null	null	
33	3934	2015-10-20 08:49:04.0	2	null	null	null	null	
33	3934	2015-10-20 08:59:24.0	2	null	null	null	null	
33	3934	2015-10-20 09:21:59.0	2	null	null	null	null	
33	3934	2015-10-20 10:06:47.0	2	null	null	null	null	
33	3942	2015-10-20 09:22:00.0	2	null	null	null	null	
33	3942	2015-10-20 10:06:48.0	2	null	null	null	null	
33	7142	2011-10-29 14:51:28.0	2	C000007008	null	null	null	
33	7236	2012-05-25 16:39:57.0	2	null	null	null	null	
33	9057	2012-09-06 10:46:49.0	2	null	null	null	null	
33	9721	2012-09-07 16:42:20.0	2	C000007056	000000334	null	null	
33	50176	2011-11-12 14:19:26.0	2	null	null	null	null	
33	88420	2012-05-22 13:09:20.0	2	C000087062	000000100	null	null	
33	89118	2013-01-29 16:20:07.0	2	C000087120	null	null	null	
33	89632	2012-12-03 14:59:06.0	2	null	null	null	null	
33	100094	2012-04-18 11:53:06.0	2	null	null	null	null	
33	100462	2012-04-24 23:36:53.0	2	null	null	null	null	
34	801	2012-01-09 12:42:52.0	2	null	null	null	null	
34	2362	2014-04-05 13:53:35.0	2	null	null	eMail	null	
34	2362	2012-05-06 14:34:03.0	2	C000007010	000000188	eMail	null	
34	2516	2014-01-01 00:00:00.0	2	null	null	null	null	
34	2526	2014-02-01 00:00:00.0	2	null	null	null	null	
34	2546	2014-04-01 00:00:00.0	2	null	null	null	null	
34	3933	2015-10-20 08:49:04.0	2	null	null	null	null	
34	3933	2015-10-20 08:59:24.0	2	null	null	null	null	
34	3933	2015-10-20 09:21:59.0	2	null	null	null	null	
34	3933	2015-10-20 10:06:47.0	2	null	null	null	null	
34	3934	2015-10-20 08:49:04.0	2	null	null	null	null	
34	3934	2015-10-20 08:59:24.0	2	null	null	null	null	
34	3934	2015-10-20 09:21:59.0	2	null	null	null	null	
34	3934	2015-10-20 10:06:47.0	2	null	null	null	null	
34	7236	2012-05-25 16:39:57.0	2	null	null	null	null	
34	50037	2011-11-15 15:35:20.0	2	C000050007	000050005	Direct Mail	null	
34	50114	2011-11-15 14:36:21.0	2	C000050009	null	Direct Mail	null	
34	88081	2012-04-11 05:47:24.0	2	C000007010	000000188	null	null	
34	88420	2012-05-22 13:09:20.0	2	C000087062	000000100	null	null	
34	89119	2013-01-29 16:20:08.0	2	null	null	null	null	
34	89632	2012-12-03 14:59:06.0	2	null	null	null	null	
34	100096	2012-04-18 11:53:06.0	2	null	null	null	null	
34	100121	2012-04-18 14:26:39.0	2	null	null	null	null	
34	100121	2012-04-18 15:12:27.0	2	null	null	null	null	
34	100121	2012-04-18 15:20:04.0	2	null	null	null	null	
34	102168	2012-05-06 13:20:46.0	2	null	null	null	null	
34	102168	2012-05-06 13:30:49.0	2	null	null	null	null	
35	2364	2014-04-05 13:52:22.0	2	null	null	Direct Mail	null	
35	2364	2012-05-06 14:31:26.0	2	C000007010	000000184	Direct Mail	null	
35	2516	2014-01-01 00:00:00.0	2	null	null	null	null	
35	2526	2014-02-01 00:00:00.0	2	null	null	null	null	
35	2546	2014-04-01 00:00:00.0	2	null	null	null	null	
35	3933	2015-10-20 08:49:04.0	2	null	null	null	null	
35	3933	2015-10-20 08:59:24.0	2	null	null	null	null	
35	3933	2015-10-20 09:21:59.0	2	null	null	null	null	
35	3933	2015-10-20 10:06:47.0	2	null	null	null	null	
35	3934	2015-10-20 08:49:04.0	2	null	null	null	null	
35	3934	2015-10-20 08:59:24.0	2	null	null	null	null	
35	3934	2015-10-20 09:21:59.0	2	null	null	null	null	
35	3934	2015-10-20 10:06:47.0	2	null	null	null	null	
35	3942	2015-10-20 09:22:00.0	2	null	null	null	null	
35	3942	2015-10-20 10:06:48.0	2	null	null	null	null	
35	7138	2011-10-29 14:51:28.0	2	C000007008	null	null	null	
35	7236	2012-05-25 16:39:57.0	2	null	null	null	null	
35	8216	2012-07-15 11:41:49.0	2	null	000000253	null	null	
35	50037	2011-11-15 15:35:20.0	2	C000050007	000050005	Direct Mail	null	
35	50114	2011-11-15 14:36:21.0	2	C000050009	null	Direct Mail	null	
35	88079	2012-04-11 05:47:24.0	2	C000050007	000050005	null	null	
35	88421	2012-05-22 13:09:20.0	2	C000087062	000000094	null	null	
35	89120	2013-01-29 16:20:07.0	2	C000087120	null	null	null	
35	89632	2012-12-03 14:59:06.0	2	null	null	null	null	
35	100096	2012-04-18 11:53:06.0	2	null	null	null	null	
35	100125	2012-04-18 14:26:39.0	2	null	null	null	null	
35	100125	2012-04-18 15:12:27.0	2	null	null	null	null	
35	100125	2012-04-18 15:20:04.0	2	null	null	null	null	
35	101941	2012-04-30 12:46:22.0	2	C000100097	000100110	eMail	null	
35	102168	2012-05-06 13:20:46.0	2	null	null	null	null	
35	102168	2012-05-06 13:30:49.0	2	null	null	null	null	
36	2362	2014-04-05 13:53:35.0	2	null	null	eMail	null	
36	2362	2012-05-06 14:34:03.0	2	C000007010	000000188	eMail	null	
36	2516	2014-01-01 00:00:00.0	2	null	null	null	null	
36	2526	2014-02-01 00:00:00.0	2	null	null	null	null	
36	2546	2014-04-01 00:00:00.0	2	null	null	null	null	
36	2931	2014-06-08 16:42:08.0	2	null	null	null	null	
36	3933	2015-10-20 08:49:04.0	2	null	null	null	null	
36	3933	2015-10-20 08:59:24.0	2	null	null	null	null	
36	3933	2015-10-20 09:21:59.0	2	null	null	null	null	
36	3933	2015-10-20 10:06:47.0	2	null	null	null	null	
36	3934	2015-10-20 08:49:04.0	2	null	null	null	null	
36	3934	2015-10-20 08:59:24.0	2	null	null	null	null	
36	3934	2015-10-20 09:21:59.0	2	null	null	null	null	
36	3934	2015-10-20 10:06:47.0	2	null	null	null	null	
36	7236	2012-05-25 16:39:57.0	2	null	null	null	null	
36	8302	2012-07-15 11:41:49.0	2	null	000000253	null	null	
36	9452	2012-09-06 13:49:56.0	2	null	null	null	null	
36	9452	2012-09-07 15:15:49.0	2	null	null	null	null	
36	89632	2012-12-03 14:59:06.0	2	null	null	null	null	
36	100096	2012-04-18 11:53:06.0	2	null	null	null	null	
36	100123	2012-04-18 14:26:39.0	2	null	null	null	null	
36	100123	2012-04-18 15:12:27.0	2	null	null	null	null	
36	100123	2012-04-18 15:20:04.0	2	null	null	null	null	
36	102254	2012-07-22 06:44:53.0	2	null	null	null	null	
36	316033	2013-01-30 12:17:56.0	2	null	null	null	null	
37	2359	2014-04-05 13:53:35.0	4	null	null	eMail	null	
37	2359	2012-05-06 14:34:03.0	4	C000007010	000000188	eMail	null	
37	2526	2014-02-01 00:00:00.0	2	null	null	null	null	
37	2546	2014-04-01 00:00:00.0	2	null	null	null	null	
37	2786	2014-06-08 14:21:41.0	2	null	null	null	null	
37	2797	2014-06-08 14:33:31.0	2	null	null	null	null	
37	3933	2015-10-20 08:49:04.0	2	null	null	null	null	
37	3933	2015-10-20 08:59:24.0	2	null	null	null	null	
37	3933	2015-10-20 09:21:59.0	2	null	null	null	null	
37	3933	2015-10-20 10:06:47.0	2	null	null	null	null	
37	3934	2015-10-20 08:49:04.0	2	null	null	null	null	
37	3934	2015-10-20 08:59:24.0	2	null	null	null	null	
37	3934	2015-10-20 09:21:59.0	2	null	null	null	null	
37	3934	2015-10-20 10:06:47.0	2	null	null	null	null	
37	7236	2012-05-25 16:39:57.0	2	null	null	null	null	
37	88419	2012-05-22 13:09:20.0	2	C000087062	000000094	null	null	
37	89632	2012-12-03 14:59:06.0	2	null	null	null	null	
37	100094	2012-04-18 11:53:06.0	2	null	null	null	null	
37	100123	2012-04-18 14:26:39.0	2	null	null	null	null	
37	100123	2012-04-18 15:12:27.0	2	null	null	null	null	
37	100123	2012-04-18 15:20:04.0	2	null	null	null	null	
38	801	2012-01-09 12:42:52.0	2	null	null	null	null	
38	2516	2014-01-01 00:00:00.0	2	null	null	null	null	
38	2526	2014-02-01 00:00:00.0	2	null	null	null	null	
38	2546	2014-04-01 00:00:00.0	2	null	null	null	null	
38	3933	2015-10-20 08:49:04.0	2	null	null	null	null	
38	3933	2015-10-20 08:59:24.0	2	null	null	null	null	
38	3933	2015-10-20 09:21:59.0	2	null	null	null	null	
38	3933	2015-10-20 10:06:47.0	2	null	null	null	null	
38	3934	2015-10-20 08:49:04.0	2	null	null	null	null	
38	3934	2015-10-20 08:59:24.0	2	null	null	null	null	
38	3934	2015-10-20 09:21:59.0	2	null	null	null	null	
38	3934	2015-10-20 10:06:47.0	2	null	null	null	null	
38	3942	2015-10-20 09:22:00.0	2	null	null	null	null	
38	3942	2015-10-20 10:06:48.0	2	null	null	null	null	
38	7136	2011-10-29 14:49:18.0	2	C000007008	null	null	null	
38	8321	2012-07-15 11:41:49.0	2	null	000000253	null	null	
38	9720	2012-09-07 16:41:04.0	2	C000007056	000000358	null	null	
38	88422	2012-05-22 13:09:20.0	2	C000087062	000000100	null	null	
38	89117	2013-01-29 16:20:08.0	2	null	null	null	null	
38	89632	2012-12-03 14:59:06.0	2	null	null	null	null	
38	100096	2012-04-18 11:53:06.0	2	null	null	null	null	
38	100123	2012-04-18 14:26:39.0	2	null	null	null	null	
38	100123	2012-04-18 15:12:27.0	2	null	null	null	null	
38	100123	2012-04-18 15:20:04.0	2	null	null	null	null	
39	3933	2015-10-20 08:49:04.0	2	null	null	null	null	
39	3933	2015-10-20 08:59:24.0	2	null	null	null	null	
39	3933	2015-10-20 09:21:59.0	2	null	null	null	null	
39	3933	2015-10-20 10:06:47.0	2	null	null	null	null	
39	3934	2015-10-20 08:49:04.0	2	null	null	null	null	
39	3934	2015-10-20 08:59:24.0	2	null	null	null	null	
39	3934	2015-10-20 09:21:59.0	2	null	null	null	null	
39	3934	2015-10-20 10:06:47.0	2	null	null	null	null	
39	3942	2015-10-20 09:22:00.0	2	null	null	null	null	
39	3942	2015-10-20 10:06:48.0	2	null	null	null	null	
39	9715	2012-09-07 16:42:20.0	2	C000007056	000000330	null	null	
39	9925	2012-09-13 17:03:31.0	2	C000007069	000000390	null	null	
39	88419	2012-05-22 13:09:20.0	2	C000087062	000000094	null	null	
39	89632	2012-12-03 14:59:06.0	2	null	null	null	null	
39	100096	2012-04-18 11:53:06.0	2	null	null	null	null	
39	100125	2012-04-18 14:26:39.0	2	null	null	null	null	
39	100125	2012-04-18 15:12:27.0	2	null	null	null	null	
39	100125	2012-04-18 15:20:04.0	2	null	null	null	null	
40	2362	2014-04-05 13:53:35.0	2	null	null	eMail	null	
40	2362	2012-05-06 14:34:03.0	2	C000007010	000000188	eMail	null	
40	2789	2014-06-08 14:21:41.0	2	null	null	null	null	
40	2797	2014-06-08 14:33:31.0	2	null	null	null	null	
40	3933	2015-10-20 08:49:04.0	2	null	null	null	null	
40	3933	2015-10-20 08:59:24.0	2	null	null	null	null	
40	3933	2015-10-20 09:21:59.0	2	null	null	null	null	
